No,Provinsi,Nama PTN,Jenjang,Jurusan,Jumlah Peminat ,Daya Tampung (Tahun 2025),Rasio Keketatan,Rata-Rata Rasio,Sepi Peminatan,Rata-Rata Gaji Lulusan,Kualitas Prospek Kerja,Prospek Kerja
294,Kalimantan Utara,Universitas Borneo Tarakan (UBT),S1,Manajemen Sumber Daya Perairan,48,32,0.6667,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengawas Kualitas Lingkungan
295,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Teknik Mesin,73,43,0.589,6.65625,TRUE,"Rp6,000,000",BAGUS,Pengelola Sumber Daya Alam
296,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Teknik Elektro,89,58,0.6517,6.65625,TRUE,"Rp6,000,000",BAGUS,Dosen atau Pengajar
297,Sulawesi Utara,Universitas Sam Ratulangi (UNSRAT),S1,Arsitektur,95,60,0.6316,6.65625,TRUE,"Rp6,000,000",BAGUS,Analis Data Geospasial
298,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Fisika,44,75,1.7045,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Konsultan Geologi
299,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Kimia,40,75,1.875,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Manajer Lingkungan
300,Gorontalo,Universitas Negeri Gorontalo (UNG),S1,Pendidikan Biologi,65,60,0.923,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Instrumentasi
301,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Pendidikan Fisika,44,75,1.705,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Lingkungan
302,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Pendidikan Kimia,40,75,1.875,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Perkotaan
303,Sulawesi Tengah,Universitas Tadulako (UNTAD),S1,Fisika,16,20,1.25,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Sumber Daya Alam
304,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Matematika,14,17,1.2143,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Pertanian
305,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Pendidikan Fisika,14,14,1,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Konsultan Pengelolaan Air
306,Sulawesi Barat,Universitas Sulawesi Barat (UNSULBAR),S1,Budidaya Perairan,16,16,1,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti Ekosistem Laut
307,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Matematika,131,60,0.458,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Hutan
308,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Fisika,67,63,0.9403,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengawas Kesehatan Lingkungan
309,Sulawesi Selatan,Universitas Hasanuddin (UNHAS),S1,Kimia,190,66,0.3474,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kawasan Ekosistem
310,Sulawesi Selatan,Universitas Negeri Makassar (UNM),S1,Fisika,44,15,0.3409,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kehutanan
311,Sulawesi Selatan,Universitas Negeri Makassar (UNM),S1,Biologi,174,45,0.2586,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Penyuluh Pertanian dan Kehutanan
312,Sulawesi Tenggara,Universitas Halu Oleo,S1,Oseanografi,45,95,2.1111,6.65625,TRUE,"Rp5,500,000",BAGUS,Konsultan Hutan dan Kehutanan
313,Sulawesi Tenggara,Universitas Halu Oleo,S1,Perikanan Tangkap,2,12,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Ekowisata
314,Sulawesi Tenggara,Universitas Halu Oleo,S1,Pendidikan Vokasional Teknik,2,18,9,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Manajer Peneliti Kebijakan Lingkungan
315,Sulawesi Tenggara,Universitas Halu Oleo,S1,Teknologi Hasil Perikanan,5,12,2.4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Perubahan Iklim
316,Sulawesi Tenggara,Universitas Halu Oleo,S1,Ilmu Kelautan,11,18,1.636,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Pengelolaan Keanekaragaman Hayati
317,Sulawesi Tenggara,Universitas Halu Oleo,S1,Proteksi Tanaman,11,18,1.636,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Pengelolaan Ekosistem
318,Sulawesi Tenggara,Universitas Halu Oleo,S1,Manajemen Sumberdaya Perairan,12,18,1.5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Spesialis Pengelolaan Kawasan Alam
319,Sulawesi Tenggara,Universitas Halu Oleo,S1,Oseanografi,12,18,1.5,6.65625,TRUE,"Rp5,500,000",BAGUS,Manajer Proyek Konstruksi Berkelanjutan
320,Sulawesi Tenggara,Universitas Halu Oleo,S1,Budidaya Perairan,13,18,1.3846,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Ekosistem Pesisir
321,Sulawesi Tenggara,Universitas Halu Oleo,S1,Teknik Kelautan,18,30,1.6667,6.65625,TRUE,"Rp6,000,000",BAGUS,Pekerja di Industri Pengelolaan Sumber Daya Alam
322,Sulawesi Tenggara,Universitas Sembilanbelas November (USN) Kolaka,S1,Pendidikan Fisika,5,20,4,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Spesialis Manajemen Risiko Alam
323,Maluku,Universitas Pattimura,S1,Tek. Hasil Pertanian,4,12,3,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Teknologi Lingkungan
324,Maluku,Universitas Pattimura,S1,Peternakan,2,12,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Analis Data Perubahan Iklim
325,Maluku,Universitas Pattimura,S1,Manajemen Sumber Peraian,4,24,6,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Lingkungan dan Energi
326,Maluku,Universitas Pattimura,S1,Budidaya Perairan,3,20,6.667,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Dosen di Bidang Sumber Daya Alam
327,Maluku,Universitas Pattimura,S1,Tek.Hasil Perikanan,2,32,16,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Perubahan Iklim dan Kehutanan
328,Maluku,Universitas Pattimura,S1,pemanfataan SD Perikanan,8,40,5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Kawasan Hutan Lindung
329,Maluku,Universitas Pattimura,S1,Fisika,6,20,3.333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Infrastruktur Hijau
332,Maluku,Universitas Pattimura,S1,Teknik Transportasi Laut,6,19,3.167,6.65625,TRUE,"Rp6,000,000",BAGUS,Spesialis Analisis Sumber Daya Alam
333,Maluku,Universitas Pattimura,S1,Teknik Kimia,5,16,3.2,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Kualitas Udara
334,Maluku,Universitas Pattimura,S1,Ilmu Lingkungan,1,8,8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Sistem Pengolahan Limbah
335,Maluku,Universitas Pattimura,S1,Pengelola Hutan,1,8,8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Teknisi Energi Terbarukan dan Efisiensi Energi
339,Maluku,Politeknik Negeri Ambon,S1,Manajemen Proyek Konstruksi,19,36,1.895,6.65625,TRUE,"Rp6,000,000",BAGUS,Manajer Pembangunan Berkelanjutan
340,Maluku,Politeknik Negeri Ambon,S1,Teknik Konstruksi Jalan dan Jembatan,19,36,1.895,6.65625,TRUE,"Rp5,500,000",BAGUS,Konsultan Pengelolaan Bencana Alam
341,Maluku,Politeknik Negeri Ambon,S1,Teknologi Rekayasa Sistem Kelistrikan Minyak dan Gas,22,36,1.636,6.65625,TRUE,"Rp6,000,000",BAGUS,Pengelola Program Pemulihan Alam
342,Maluku,Politeknik Negeri Ambon,S1,Teknologi Rekayasa Sistem Mekanikal Minyak dan Gas,21,36,1.714,6.65625,TRUE,"Rp6,000,000",BAGUS,Ahli Pengelolaan Hutan Tropis
343,Maluku,Politeknik Negeri Ambon,D3,Teknik Mesin,22,36,1.636,6.65625,TRUE,"Rp6,750,000",BAGUS,Manajer Pengelolaan Keanekaragaman Hayati
344,Maluku,Politeknik Negeri Ambon,D3,Teknik Listrik,2,24,12,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Konservasi Alam
345,Maluku,Politeknik Negeri Ambon,D3,Teknik Sipil,1,16,16,6.65625,FALSE,"Rp6,000,000",BAGUS,Konsultan Ekosistem Laut
346,Maluku,Politeknik Perikanan Negeri Tual,S1,Teknologi Kelautan,3,12,4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Pemantauan Lingkungan
347,Maluku,Politeknik Perikanan Negeri Tual,S1,Bioteknologi Perikanan,1,12,12,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Teknisi Sistem Air dan Energi
348,Maluku,Politeknik Perikanan Negeri Tual,S1,Rekayasa Budidaya Laut,4,20,5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Pengelolaan Air Bersih
350,Maluku,Politeknik Perikanan Negeri Tual,D3,Teknologi Budidaya Perikanan,1,24,24,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Pengelola Hutan dan Konservasi Alam
351,Maluku,Politeknik Perikanan Negeri Tual,D3,Teknologi Penangkapan Ikan ,3,20,6.667,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ahli Reklamasi Lahan
352,Maluku,Politeknik Perikanan Negeri Tual,D3,Teknologi Hasil Perikanan,4,20,5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Infrastruktur Hijau
354,Maluku,Politeknik Perikanan Negeri Tual,S1,Agrowisata Bahari ,1,24,24,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Kawasan Ekosistem Laut
355,Maluku,Politeknik Perikanan Negeri Tual,D3,Agribisnis Perikanan ,3,20,6.667,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Konsultan Energi Terbarukan
356,Maluku Utara,Universitas Khairun,S1,Teknik Mesin,30,70,2.333,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti Perikanan dan Ekosistem Laut
357,Maluku Utara,Universitas Khairun,S1,Teknik elektro,24,84,3.5,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Pengelola Proyek Konservasi Alam
358,Maluku Utara,Universitas Khairun,S1,Arsitektur,46,84,1.826,6.65625,TRUE,"Rp6,000,000",BAGUS,Manajer Kebijakan Energi Berkelanjutan
359,Maluku Utara,Universitas Khairun,S1,Teknologi Pertanian,15,35,2.333,6.65625,TRUE,"Rp6,000,000",BAGUS,Konsultan Teknologi Hijau
360,Maluku Utara,Universitas Khairun,S1,Peternakan,2,28,14,6.65625,FALSE,"Rp6,000,000",BAGUS,Peneliti Ekonomi Lingkungan
361,Maluku Utara,Universitas Khairun,S1,Budidaya Perairan,7,28,4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Ahli Analisis Lingkungan
362,Maluku Utara,Universitas Khairun,S1,Pemanfaatan Sumberdaya Perairan,4,28,7,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Manajer Penelitian dan Pengembangan Lingkungan
363,Maluku Utara,Universitas Khairun,S1,Ilmu Kelautan,19,28,1.4737,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Program Konservasi Alam
364,Maluku Utara,Universitas Khairun,S1,Manajemen Sumberdaya Perairan,14,42,3,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Lingkungan dan Infrastruktur Hijau
365,Maluku Utara,Universitas Khairun,S1,Pendidikan Matematika,42,56,1.3333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Sumber Daya Alam
366,Maluku Utara,Universitas Khairun,S1,Pendidikan Biologi,48,70,1.4583,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Proyek Kehutanan Berkelanjutan
367,Maluku Utara,Universitas Khairun,S1,Pendidikan Fisika,30,35,1.1667,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Proyek Energi Terbarukan
368,Maluku Utara,Universitas Khairun,S1,Pendidikan Kimia,28,56,2,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Sistem Air dan Energi
369,Maluku Utara,Universitas Khairun,S1,Agroteknologi,6,35,5.8333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kawasan Alam dan Ekosistem Laut
370,Maluku Utara,Universitas Khairun,S1,Kehutanan,36,49,1.3611,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Hutan Produksi Berkelanjutan
371,Maluku Utara,Universitas Khairun,S1,Agribisnis,32,56,1.75,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Dosen Pengelolaan Sumber Daya Alam
372,Maluku Utara,Universitas Khairun,S1,Ilmu Tanah,8,35,4.375,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Sistem Energi Terbarukan
374,Papua,Universitas Cenderawasih,S1,Matematika,8,28,3.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Sistem Pengolahan Air Bersih
375,Papua,Universitas Cenderawasih,S1,Kimia,4,20,5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Program Sumber Daya Alam
376,Papua,Universitas Cenderawasih,S1,Fisika,3,20,6.6667,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Sistem Pengelolaan Hutan
377,Papua,Universitas Cenderawasih,S1,Pendidikan Kimia,9,48,5.3333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Spesialis Energi Terbarukan dan Pengelolaan Lingkungan
378,Papua,Universitas Cenderawasih,S1,Ilmu Kelautan,16,28,1.75,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Pengelolaan Sumber Daya Alam
379,Papua,Universitas Cenderawasih,S1,Teknik Mesin,17,36,2.1176,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Pemeliharaan Energi dan Lingkungan
380,Papua,Universitas Cenderawasih,S1,Teknik Geofisika,7,28,4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Penanganan Limbah dan Daur Ulang
381,Papua,Universitas Cenderawasih,S1,Perencanaan Wilayah dan Kota,15,36,2.4,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Pengelolaan Pengurangan Sampah
382,Papua,Universitas Cenderawasih,S1,Ilmu Perikanan,6,28,4.6667,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Program Pembangunan Berkelanjutan
383,Papua,Universitas Cenderawasih,S1,Statistika,14,28,2,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Teknisi Sistem Konservasi Alam
384,Papua,Universitas Cenderawasih,S1,Teknik Geologi,27,36,1.3333,6.65625,TRUE,"Rp6,000,000",BAGUS,Ahli Pemulihan Ekosistem Laut
385,Papua,Universitas Cenderawasih,S1,Teknologi Pangan,6,36,6,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Pengelolaan Hutan Tropis
386,Papua,Universitas Cenderawasih,S1,Sosiologi,12,56,4.6667,6.65625,TRUE,"Rp6,000,000",BAGUS,Pengelola Infrastruktur Lingkungan
387,Papua,Universitas Cenderawasih,S1,Pendidikan Jasmani Kesehatan Rekresi,13,70,5.3846,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Spesialis Rehabilitasi Hutan
388,Papua,Universitas Cenderawasih,S1,PG PAUD,23,70,3.0435,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kebijakan Pengelolaan Sumber Daya Alam
389,Papua,Universitas Cenderawasih,S1,Ilmu perpustakaan,3,56,18.6667,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Peneliti Dampak Lingkungan Industri
390,Papua,Universitas Cenderawasih,S1,Manajemen Pendidikan,12,70,5.8333,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Teknisi Pengolahan Limbah Industri
391,Papua Barat,Universitas Papua,S1,Teknologi Hasil Pertanian,9,84,9.3333,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Analis Pengelolaan Pengurangan Risiko Bencana
392,Papua Barat,Universitas Papua,S1,Manajemen Sumberdaya Perairan,7,84,12,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Manajer Energi Terbarukan dan Berkelanjutan
393,Papua Barat,Universitas Papua,S1,Ilmu Kelautan,11,84,7.6364,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Spesialis Manajemen Sumber Daya Alam
394,Papua Barat,Universitas Papua,S1,Matematika,8,84,10.5,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Kebijakan Energi dan Lingkungan
395,Papua Barat,Universitas Papua,S1,Fisika,1,84,84,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Teknisi Kualitas Udara dan Lingkungan
396,Papua Barat,Universitas Papua,S1,Biologi,6,84,14,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Pengelolaan Sumber Daya Alam Berkelanjutan
397,Papua Barat,Universitas Papua,S1,Kimia,8,84,10.5,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Kawasan Alam dan Konservasi
398,Papua Barat,Universitas Papua,S1,Agribisnis,12,84,7,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Konsultan Pengelolaan Limbah dan Energi
399,Papua Barat,Universitas Papua,S1,Agroteknologi,9,84,9.3333,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Teknisi Sistem Energi dan Lingkungan
400,Papua Barat,Universitas Papua,S1,Peternakan,4,84,21,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Pengelola Proyek Infrastruktur Hijau
401,Papua Barat,Universitas Papua,S1,Kehutanan,40,84,2.1,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Spesialis Pengelolaan Air Bersih dan Limbah
402,Papua Barat,Universitas Papua,S1,Teknik Pertambangan,59,84,1.424,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Konservasi Sumber Daya Alam
403,Papua Barat,Universitas Papua,S1,Teknik Elektro,9,84,9.333,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ahli Pengelolaan Ekosistem Laut dan Pesisir
404,Papua Barat,Universitas Papua,S1,Pendidikan Biologi,20,84,4.2,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengelola Kebijakan Lingkungan dan Energi
405,Papua Barat,Universitas Papua,S1,Pendidikan Matematika,12,84,7,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Konsultan Pengelolaan Limbah Industri
406,Papua Barat,Universitas Papua,S1,Pendidikan Kimia,5,84,16.8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Peneliti Teknologi Hijau dan Energi Terbarukan
407,Papua Barat,Universitas Papua,S1,Teknik Geologi,13,84,6.462,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Pengelolaan Sumber Daya Alam Berkelanjutan
408,Papua Barat,Universitas Papua,S1,Pendidikan Fisika,2,84,42,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ilmuwan
411,Papua Barat,Universitas Papua,S1,Teknik Pertanian dan Biosistem,7,84,12,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ahli Meteorologi Klimatologi
412,Papua Barat,Universitas Papua,S1,Teknik Sipil,51,84,1.647,6.65625,TRUE,"Rp6,000,000",BAGUS,Pengajar Guru Dosen
417,Papua Barat,Universitas Papua,D3,Teknik Perminyakan dan Gas Bumi,29,56,1.931,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Field Engineer
418,Papua Barat,Universitas Papua,D3,Kesehatan Hewan,17,56,3.294,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Industri Pertanian Modern
419,Papua Barat,Universitas Papua,D3,Teknik Komputer,43,56,1.302,6.65625,TRUE,"Rp4,500,000",KURANG BAGUS,Peneliti dan Akademisi
420,Papua Barat,Universitas Papua,D3,Manajemen Hutan Alam Produksi,6,56,9.333,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Konsultan Agriteknologi
421,Papua Barat,Universitas Papua,D3,Teknik Listrik,2,56,28,6.65625,FALSE,"Rp4,500,000",KURANG BAGUS,Manajer Proyek
422,Papua Barat,Universitas Papua,D3,Teknologi Geologi Terapan,5,56,11.2,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Engineer
423,Papua Barat,Universitas Papua,D3,Budidaya Tanaman Pangan,1,56,56,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Konsultan Teknis
424,Papua Barat,Universitas Papua,D3,Budidaya Hutan,7,56,8,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Kontraktor
425,Papua Barat,Universitas Papua,D3,Konservasi Sumberdaya Hutan,3,56,18.667,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Petroleum Engineer
426,Papua Barat,Universitas Papua,D3,Budidaya Perikanan,3,56,18.667,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ahli Geologi
427,Papua Barat,Universitas Papua,D3,Budidaya Tanaman Perkebunan,3,56,18.667,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Ahli Geofisika
428,Papua Barat,Universitas Papua,D3,Budidaya Ternak,1,56,56,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Insinyur Pengeboran
429,Papua Barat,Politeknik Negeri FakFak,S1,Teknologi Rekayasa Kontruksi Jalan dan Jembatan,16,48,3,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Well-log Analyst
430,Papua Barat,Politeknik Negeri FakFak,D3,Teknik Listrik,10,48,4.8,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pegawai di Perusahaan Minyak dan Gas
431,Papua Barat,Politeknik Negeri FakFak,D3,Teknik Sipil,21,96,4.571,6.65625,TRUE,"Rp6,000,000",BAGUS,Paramedik Veteriner
432,Papua Barat,Politeknik Negeri FakFak,D3,Agro Industri,10,72,7.2,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Teknisi Klinik Hewan
433,Papua Barat,Politeknik Negeri FakFak,D3,Teknik Perawatan dan Perbaikan Mesin,10,72,7.2,6.65625,FALSE,"Rp5,000,000",KURANG BAGUS,Insinyur Perangkat Lunak
434,Papua Selatan,Universitas Musamus Merauke,S1,Teknik Elektro,20,42,2.1,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Administrator Jaringan
435,Papua Selatan,Universitas Musamus Merauke,S1,Teknik Mesin,25,42,1.68,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Analis Keamanan
436,Papua Selatan,Universitas Musamus Merauke,S1,Arsitektur,31,42,1.355,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Manajer Proyek IT
437,Papua Selatan,Universitas Musamus Merauke,S1,Keteknikan Pertanian,22,42,1.909,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengembang Perangkat Keras
438,Papua Selatan,Universitas Musamus Merauke,S1,Agribisnis,33,49,1.485,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pegawai di Instansi Pemerintah atau Swasta
439,Papua Selatan,Universitas Musamus Merauke,S1,Agroteknologi,18,44,2.444,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pegawai Kementerian Kehutanan
440,Papua Selatan,Universitas Musamus Merauke,S1,Peternakan,8,28,3.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Peneliti Hutan
441,Papua Selatan,Universitas Musamus Merauke,S1,Manajemen Sumberdaya Perairan,9,28,3.111,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Kehutanan
442,Papua Selatan,Universitas Musamus Merauke,S1,Pendidikan Matematika ,17,21,1.235,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Engineer Tenaga Listrik
443,Papua Selatan,Universitas Musamus Merauke,S1,Pendidikan Fisika ,6,21,3.5,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Project Engineer
444,Papua Selatan,Universitas Musamus Merauke,S1,Pendidikan Kimia,9,21,2.333,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Konsultan Geoteknik
445,Papua Selatan,Universitas Musamus Merauke,S1,Pendidikan Komputer,32,42,1.313,6.65625,TRUE,"Rp5,000,000",KURANG BAGUS,Pengembang Media pembelajaran digital
